osm_id,nome,cognome,data_nascita,cod_fisc
1053,Romualdo,Rizzi,1976-05-08 21:17:17.117024,RZZRMLD76E8B385
1054,Vittoria,Neri,1967-11-24 21:17:17.117024,NRVTTR67S64B388
1055,Rosario,Vitale,1981-09-16 21:17:17.117024,VTLRSR81P56B389
1056,Vittoria,De Angelis,1973-04-26 21:17:17.117024,DNGLSVTTR73D26B390
1057,Ruggero,Serra,1983-01-19 21:17:17.117024,SRRRGGR83A59B391
1058,Vittoria,Coppola,1987-07-05 21:17:17.117024,CPPLVTTR87L45B392
1059,Salvatore,Testa,2000-08-22 21:17:17.117024,TSTSLVTR00M62B393
1060,Vittoria,Piazza,1986-02-04 21:17:17.117024,PZZVTTR86B4B394
1061,Samuele,Ferraro,1989-08-23 21:17:17.117024,FRRRSML89M63B395
1062,Vittoria,Valentini,1972-06-19 21:17:17.117024,VLNTNVTTR72H19B396
1063,Sandro,Bianchini,1967-05-09 21:17:17.117024,BNCHNSNDR67E49B397
1064,Vittoria,Benedetti,1999-03-22 21:17:17.117024,BNDTTVTTR99C22B398
1065,Santino,Parisi,1975-12-04 21:17:17.117024,PRSSNTN75T44B399
1066,Vittoria,Sacco,1965-11-12 21:17:17.117024,SCCVTTR65S12B400
1067,Santo,De Rosa,1982-10-18 21:17:17.117024,DRSSNT82R58B402
1068,Vittoria,Ferretti,1997-12-15 21:17:17.117024,FRRTTVTTR97T55B403
1069,Sebastiano,Morelli,1989-11-07 21:17:17.117024,MRLLSBSTN89S47B404
1070,Vittoria,Russo,1972-06-24 21:17:17.117024,RSSVTTR72H24B405
1071,Secondo,Contini,1964-06-16 21:17:17.117024,CNTNSCND64H16B406
1072,Vittoria,Mazzoli,1998-09-22 21:17:17.117024,MZZLVTTR98P62B408
1073,Sergio,Colombo,1987-12-05 21:17:17.117024,CLMBSRG87T5B410
1074,Vittoria,Mancini,1980-04-07 21:17:17.117024,MNCNVTTR80D7B409
1075,Silvano,Rosati,1964-01-05 21:17:17.117024,RSTSLVN64A45B413
1076,Vittoria,De Luca,1992-11-30 21:17:17.117024,DLCVTTR92S30B415
1077,Silverio,Costa,1995-03-22 21:17:17.117024,CSTSLVR95C22B416
1078,Vittoria,Gallo,2001-04-13 21:17:17.117024,GLLVTTR01D53B417
1079,Siro,Santoro,2004-05-29 21:17:17.117024,SNTRSR04E29B419
1080,Vittoria,Caputo,1990-09-22 21:17:17.117024,CPTVTTR90P22B418
1081,Stefano,D'Angelo,1999-11-25 21:17:17.117024,DNGLSTFN99S25B423
1082,Vittoria,Benedetto,1978-11-30 21:17:17.117024,BNDTTVTTR78S70B424
1083,Taddeo,Marchetti,2003-07-02 21:17:17.117024,MRCHTTTDD03L42B425
1084,Vittoria,D'Amico,1972-05-17 21:17:17.117024,DMCVTTR72E17B426
1085,Terenzio,Moretti,1979-05-05 21:17:17.117024,MRTTTRNZ79E5B427
1086,Vittoria,Silvestri,1970-11-25 21:17:17.117024,SLVSTRVTTR70S65B428
1087,Tiberio,Rinaldi,1995-12-16 21:17:17.117024,RNLDTBR95T16B429
1088,Vittoria,Montanari,1970-11-30 21:17:17.117024,MNTNRVTTR70S70B430
1089,Tiburzio,Caruso,1969-01-18 21:17:17.117024,CRSTBRZ69A58B431
1090,Vittoria,Gatti,1973-09-10 21:17:17.117024,GTTVTTR73P10B432
1091,Timoteo,Battaglia,2003-08-28 21:17:17.117024,BTTGLTMT03M28B433
1092,Vittoria,Silvestri,2005-06-21 21:17:17.117024,SLVSTRVTTR05H61B434
1093,Tito,Palumbo,1979-12-01 21:17:17.117024,PLMBTT79T1B435
1094,Vittoria,Fiore,1995-01-31 21:17:17.117024,FRVTTR95A71B436
1095,Tommaso,Sartori,1992-06-25 21:17:17.117024,SRTRTMMS92H25B437
1096,Vittoria,Damico,1974-05-12 21:17:17.117024,DMCVTTR74E52B439
1097,Tonino,Villa,1977-01-31 21:17:17.117024,VLLTNN77A71B440
1098,Vittoria,Coppola,1996-03-31 21:17:17.117024,CPPLVTTR96C71B441
1099,Ubaldo,Farina,1976-09-25 21:17:17.117024,FRNBLD76P65B442
1100,Vittoria,Lombardo,1969-04-11 21:17:17.117024,LMBRDVTTR69D11B443
1101,Uberto,Mariani,1983-11-25 21:17:17.117024,MRNBRT83S65B444
1102,Vittoria,Ferri,1992-09-28 21:17:17.117024,FRRVTTR92P28B446
1103,Ugo,Monti,1967-08-31 21:17:17.117024,MNTG67M31B445
1104,Vittoria,Neri,1994-03-19 21:17:17.117024,NRVTTR94C19B447
1105,Ulisse,Pellegrini,1991-07-04 21:17:17.117024,PLLGRNLSS91L4B448
1106,Vittoria,Basile,1990-09-15 21:17:17.117024,BSLVTTR90P15B450
1107,Urbano,Rossetti,1974-05-10 21:17:17.117024,RSSTTRBN74E50B452
1108,Vittoria,Graziani,1992-10-08 21:17:17.117024,GRZNVTTR92R8B453
1109,Valentino,Palmieri,1966-05-26 21:17:17.117024,PLMRVLNTN66E26B455
1110,Vittoria,Donati,2003-06-11 21:17:17.117024,DNTVTTR03H11B457
1111,Valerio,Martino,1989-06-13 21:17:17.117024,MRTNVLR89H13B460
1112,Vittoria,Rizzi,1966-07-08 21:17:17.117024,RZZVTTR66L48B461
1113,Vanni,Vitale,1993-08-25 21:17:17.117024,VTLVNN93M65B462
1114,Vittoria,De Angelis,1990-11-05 21:17:17.117024,DNGLSVTTR90S45B463
1115,Vincenzo,Serra,1996-02-13 21:17:17.117024,SRRVNCNZ96B53B465
1116,Vittoria,Testa,1991-10-15 21:17:17.117024,TSTVTTR91R55B467
1117,Vitale,Piazza,1989-03-03 21:17:17.117024,PZZVTL89C43B468
1118,Vittoria,Ferraro,2001-10-01 21:17:17.117024,FRRRVTTR01R1B469
1119,Vittorio,Valentini,2001-10-14 21:17:17.117024,VLNTNVTTR01R14B471
1120,Vittoria,Bianchini,1978-04-27 21:17:17.117024,BNCHNVTTR78D67B472
1121,Vittore,Benedetti,1985-12-28 21:17:17.117024,BNDTTVTTR85T68B470
1122,Vittoria,Parisi,1975-03-05 21:17:17.117024,PRSVTTR75C5B473
1123,Zaccheo,Sacco,1966-06-13 21:17:17.117024,SCCZCCH66H53B474
1124,Vittoria,De Rosa,2001-07-05 21:17:17.117024,DRSVTTR01L5B476
1125,Zaccaria,Ferretti,2003-07-01 21:17:17.117024,FRRTTZCCR03L41B477
1126,Vittoria,Morelli,1967-04-03 21:17:17.117024,MRLLVTTR67D3B481
1127,Mario,Lombardi,1975-03-28 21:17:17.117024,LMBRDMR75C68B482
1128,Sofia,Russo,1994-12-26 21:17:17.117024,RSSSF94T66B483
1129,Francesco,Contini,1983-11-06 21:17:17.117024,CNTNFRNCSC83S6B484
1130,Giulia,Mazzoli,1971-01-19 21:17:17.117024,MZZLGL71A19B485
1131,Leonardo,Rosati,1978-08-09 21:17:17.117024,RSTLNRD78M49B486
1132,Chiara,De Luca,1990-06-08 21:17:17.117024,DLCCHR90H8B490
1133,Luca,Costa,1971-11-27 21:17:17.117024,CSTLC71S67B492
1134,Martina,Gallo,1998-06-08 21:17:17.117024,GLLMRTN98H8B493
1135,Lorenzo,Santoro,1979-09-01 21:17:17.117024,SNTRLRNZ79P1B496
1136,Aurora,Caputo,1999-08-11 21:17:17.117024,CPTRR99M11B497
1137,Andrea,D'Angelo,1972-05-27 21:17:17.117024,DNGLNDR72E27B498
1138,Alice,Benedetto,1976-08-30 21:17:17.117024,BNDTTLC76M70B499
1139,Matteo,Marchetti,1992-12-23 21:17:17.117024,MRCHTTMTT92T63B500
1140,Emma,D'Amico,1984-01-24 21:17:17.117024,DMCMM84A24B501
1141,Gabriele,Moretti,2002-06-04 21:17:17.117024,MRTTGBRL02H44B502
1142,Greta,Silvestri,1998-02-11 21:17:17.117024,SLVSTRGRT98B11B504
1143,Alessandro,Rinaldi,1968-01-14 21:17:17.117024,RNLDLSSNDR68A14B505
1144,Giorgia,Montanari,1984-11-10 21:17:17.117024,MNTNRGRG84S50B507
1145,Giuseppe,Caruso,1996-09-22 21:17:17.117024,CRSGSPP96P62B506
1146,Valentina,Gatti,1996-12-19 21:17:17.117024,GTTVLNTN96T19M373
1147,Edoardo,Battaglia,1995-11-02 21:17:17.117024,BTTGLDRD95S2B511
1148,Elena,Silvestri,1987-12-25 21:17:17.117024,SLVSTRLN87T65B509
1149,Giovanni,Palumbo,1969-11-14 21:17:17.117024,PLMBGVNN69S54B512
1150,Beatrice,Fiore,1994-03-01 21:17:17.117024,FRBTRC94C1B513
1151,Davide,Sartori,2005-07-11 21:17:17.117024,SRTRDVD05L51B514
1152,Giuliana,Damico,1987-09-24 21:17:17.117024,DMCGLN87P24B515
1153,Federico,Villa,1995-11-05 21:17:17.117024,VLLFDRC95S5B516
1154,Sara,Coppola,2003-09-23 21:17:17.117024,CPPLSR03P23B526
1155,Alessio,Farina,1971-09-08 21:17:17.117024,FRNLSS71P8B529
1156,Eleonora,Lombardo,1986-02-28 21:17:17.117024,LMBRDLNR86B28B538
1157,Antonio,De Santis,1991-12-27 21:17:17.117024,DSNTSNTN91T27B553
1158,Vittoria,Bernardi,1997-06-01 21:17:17.117024,BRNRDVTTR97H41B564
1159,Tommaso,Fiore,1977-01-02 21:17:17.117024,FRTMMS77A2B570
1160,Francesca,Mancini,1990-06-21 21:17:17.117024,MNCNFRNCSC90H61B519
1161,Simone,Rizzo,1997-01-10 21:17:17.117024,RZZSMN97A10B520
1162,Carolina,Mariani,1964-05-05 21:17:17.117024,MRNCRLN64E45B521
1163,Marco,Carbone,1987-07-31 21:17:17.117024,CRBNMRC87L71B522
1164,Chiaretta,Ruggiero,1991-06-25 21:17:17.117024,RGGRCHRTT91H65B524
1165,Filippo,Sorrentino,1966-03-06 21:17:17.117024,SRRNTNFLPP66C6B525
1166,Teresa,Ferro,1970-09-21 21:17:17.117024,FRRTRS70P61B527
1167,Michele,Fabbri,1973-05-22 21:17:17.117024,FBBRMCHL73E62B528
1168,Angelica,Napolitano,1966-11-07 21:17:17.117024,NPLTNNGLC66S47B530
1169,Mattia,Bianco,1972-10-24 21:17:17.117024,BNCMTT72R64B531
1170,Caterina,Russo,1999-04-19 21:17:17.117024,RSSCTRN99D19B533
1171,Stefano,Moretti,1998-09-26 21:17:17.117024,MRTTSTFN98P66B532
1172,Ludovica,Martinelli,1982-05-16 21:17:17.117024,MRTNLLLDVC82E16B534
1173,Christian,Riva,1984-07-01 21:17:17.117024,RVCHRSTN84L1B535
1174,Irene,Guerra,2004-12-03 21:17:17.117024,GRRRN04T43B536
1175,Niccolò,De Angelis,1991-07-31 21:17:17.117024,DNGLSNCCL91L31B537
1176,Rebecca,Palumbo,1965-05-04 21:17:17.117024,PLMBRBCC65E4B539
1177,Raffaele,Pagano,2005-01-17 21:17:17.117024,PGNRFFL05A57B541
1178,Elisa,Martino,1964-03-31 21:17:17.117024,MRTNLS64C31B543
1179,Daniele,Pellegrino,1971-10-11 21:17:17.117024,PLLGRNDNL71R51B542
1180,Veronica,Giordano,1974-03-01 21:17:17.117024,GRDNVRNC74C1B544
1181,Fabio,Testa,1970-09-15 21:17:17.117024,TSTFB70P55B546
1182,Gloria,Martini,1964-08-01 21:17:17.117024,MRTNGLR64M41M311
1183,Paolo,Bernardini,2004-12-09 21:17:17.117024,BRNRDNPL04T49B549
1184,Benedetta,Messina,1991-02-01 21:17:17.117024,MSSNBNDTT91B41B550
1185,Enrico,Pugliese,1997-06-03 21:17:17.117024,PGLSNRC97H43B551
1186,Adelaide,Esposito,1970-02-19 21:17:17.117024,SPSTDLD70B59B554
1187,Manuel,D'Amore,1987-12-11 21:17:17.117024,DMRMNL87T11B555
1188,Rosanna,Pinto,1973-06-28 21:17:17.117024,PNTRSNN73H68B556
1189,Vincenzo,Benedetti,1997-11-23 21:17:17.117024,BNDTTVNCNZ97S63B557
1190,Marika,Ferrara,1999-05-26 21:17:17.117024,FRRRMRK99E26B559
1191,Valerio,Rizzo,1967-03-21 21:17:17.117024,RZZVLR67C61B562
1192,Marta,Longo,2001-11-12 21:17:17.117024,LNGMRT01S52B561
1193,Cristiano,Barbieri,1985-06-18 21:17:17.117024,BRBRCRSTN85H58B563
1194,Isabella,Amato,1985-08-11 21:17:17.117024,MTSBLL85M11B565
1195,Michele,Leone,2001-09-01 21:17:17.117024,LNMCHL01P41B566
1196,Angelina,Orlando,1978-03-29 21:17:17.117024,RLNDNGLN78C29B567
1197,Massimo,Barone,1984-01-24 21:17:17.117024,BRNMSSM84A64B569
1198,Benedetta,Montagna,1993-05-04 21:17:17.117024,MNTGNBNDTT93E4B572
1199,Renato,Caputo,1996-10-19 21:17:17.117024,CPTRNT96R19B577
1200,Bianca,Rizzo,1999-12-05 21:17:17.117024,RZZBNC99T5B573
1201,Salvatore,Rossati,1991-10-02 21:17:17.117024,RSSTSLVTR91R42B574
1202,Carlotta,Bianco,1977-10-21 21:17:17.117024,BNCCRLTT77R61B576
1203,Giulio,Bruno,1996-01-14 21:17:17.117024,BRNGL96A54B578
1204,Letizia,Caruso,1984-09-03 21:17:17.117024,CRSLTZ84P43B579
1205,Pietro,Colombo,1973-11-15 21:17:17.117024,CLMBPTR73S55B580
1206,Roberta,Coppola,1973-01-07 21:17:17.117024,CPPLRBRT73A7B581
1207,Giorgio,Costa,1967-11-24 21:17:17.117024,CSTGRG67S24B582
1208,Alessia,De Luca,1974-02-15 21:17:17.117024,DLCLSS74B55B584
1209,Danilo,De Santis,1998-05-23 21:17:17.117024,DSNTSDNL98E63B586
1210,Elena,Donati,1996-03-08 21:17:17.117024,DNTLN96C48B588
1211,Umberto,Esposito,2001-01-17 21:17:17.117024,SPSTMBRT01A57B587
1212,Aurora,Farina,2003-09-14 21:17:17.117024,FRNRR03P14B589
1213,Fernando,Fabbri,1998-01-30 21:17:17.117024,FBBRFRNND98A70B590
1214,Giuliana,Ferri,2000-05-14 21:17:17.117024,FRRGLN00E54B591
1215,Dario,Ferrara,1990-03-23 21:17:17.117024,FRRRDR90C63B592
1216,Ginevra,Ferrari,1987-07-10 21:17:17.117024,FRRRGNVR87L50B593
1217,Rocco,Fiore,1978-11-14 21:17:17.117024,FRRCC78S54B594
1218,Carlotta,Fontana,1976-01-08 21:17:17.117024,FNTNCRLTT76A8B597
1219,Gino,Gallo,2002-10-15 21:17:17.117024,GLLGN02R55B598
1220,Eleonora,Gatti,1985-01-31 21:17:17.117024,GTTLNR85A71B602
1221,Renzo,Graziani,2003-03-28 21:17:17.117024,GRZNRNZ03C28B603
1222,Serena,Greco,1971-08-12 21:17:17.117024,GRCSRN71M12B604
1223,Dante,Leone,1994-03-29 21:17:17.117024,LNDNT94C29B605
1224,Gabriella,Lombardi,1966-08-02 21:17:17.117024,LMBRDGBRLL66M42B606
1225,Giosuè,Mancini,2004-09-25 21:17:17.117024,MNCNGS04P25B607
1226,Giovanna,Mariani,1976-12-05 21:17:17.117024,MRNGVNN76T45B608
1227,Marcello,Martini,1995-06-24 21:17:17.117024,MRTNMRCLL95H64B609
1228,Giada,Marini,1968-09-26 21:17:17.117024,MRNGD68P26B610
1229,Achille,Marino,1989-11-08 21:17:17.117024,MRNCHLL89S8B613
1230,Lucrezia,Martino,1994-08-22 21:17:17.117024,MRTNLCRZ94M62B612
1231,Agostino,Morelli,1995-03-10 21:17:17.117024,MRLLGSTN95C50B615
1232,Tiziana,Moretti,1978-01-17 21:17:17.117024,MRTTTZN78A17B616
1233,Alfonso,Neri,1999-03-26 21:17:17.117024,NRLFNS99C26B617
1234,Rachele,Palmieri,1974-11-02 21:17:17.117024,PLMRRCHL74S42B618
1235,Armando,Palumbo,2001-09-22 21:17:17.117024,PLMBRMND01P62B619
1236,Teresa,Parisi,1977-03-17 21:17:17.117024,PRSTRS77C57B620
1237,Augusto,Piazza,1977-05-21 21:17:17.117024,PZZGST77E61B621
1238,Antonella,Pellegrini,2002-05-30 21:17:17.117024,PLLGRNNTNLL02E30C669
1239,Brando,Rinaldi,1968-05-09 21:17:17.117024,RNLDBRND68E49B624
1240,Paola,Riva,2003-04-29 21:17:17.117024,RVPL03D69B626
1241,Calogero,Rizzi,1997-10-18 21:17:17.117024,RZZCLGR97R18B627
1242,Livia,Romano,2002-05-26 21:17:17.117024,RMNLV02E66B628
1243,Carmelo,Rossetti,2005-08-19 21:17:17.117024,RSSTTCRML05M19B631
1244,Noemi,Ruggiero,2004-08-20 21:17:17.117024,RGGRNM04M20B629
1245,Ciro,Russo,1972-03-23 21:17:17.117024,RSSCR72C23B630
1246,Ambra,Sacco,1975-09-08 21:17:17.117024,SCCMBR75P48B633
1247,Costantino,Sartori,1964-08-09 21:17:17.117024,SRTRCSTNTN64M9B634
1248,Arianna,Santoro,1974-11-16 21:17:17.117024,SNTRRNN74S16B635
1249,Damiano,Sorrentino,1977-11-24 21:17:17.117024,SRRNTNDMN77S24B636
1250,Celeste,Silvestri,1975-11-06 21:17:17.117024,SLVSTRCLST75S46B637
1251,Daniele,Testa,1979-04-03 21:17:17.117024,TSTDNL79D3B639
1252,Donatella,Valentini,1984-03-24 21:17:17.117024,VLNTNDNTLL84C64B640
1253,Domenico,Villa,1989-04-02 21:17:17.117024,VLLDMNC89D42B641
1254,Elettra,Amato,1990-01-28 21:17:17.117024,MTLTTR90A28B642
1255,Emidio,Barbieri,1991-09-13 21:17:17.117024,BRBRMD91P53B643
1256,Emanuela,Basile,1996-11-24 21:17:17.117024,BSLMNL96S64B644
1257,Emilio,Bernardi,1980-12-28 21:17:17.117024,BRNRDML80T28B645
1258,Fiorella,Caputo,1977-11-26 21:17:17.117024,CPTFRLL77S66B646
1259,Ercole,Carbone,1981-08-23 21:17:17.117024,CRBNRCL81M63B647
1260,Flavia,Conti,1975-09-17 21:17:17.117024,CNTFLV75P17B648
1261,Ernesto,Coppola,2001-12-27 21:17:17.117024,CPPLRNST01T67B649
1262,Francesca,Damico,1967-10-18 21:17:17.117024,DMCFRNCSC67R18B650
1263,Ezio,De Angelis,2004-05-17 21:17:17.117024,DNGLSZ04E17B651
1264,Gaia,De Rosa,1984-05-14 21:17:17.117024,DRSG84E14B653
1265,Fabiano,De Luca,1986-03-14 21:17:17.117024,DLCFBN86C54B655
1266,Gilda,D'Angelo,1970-07-24 21:17:17.117024,DNGLGLD70L64B656
1267,Fabrizio,D'Amico,1968-03-18 21:17:17.117024,DMCFBRZ68C58B658
1268,Grazia,D'Amore,1990-09-21 21:17:17.117024,DMRGRZ90P21B660
1269,Federico,De Santis,1982-02-02 21:17:17.117024,DSNTSFDRC82B2B661
1270,Ilaria,Donati,2003-05-29 21:17:17.117024,DNTLR03E29B666
1271,Ferruccio,Farina,2003-07-21 21:17:17.117024,FRNFRRCC03L61B664
1272,Imma,Ferraro,1976-06-10 21:17:17.117024,FRRRMM76H50B663
1273,Filippo,Ferro,2003-10-17 21:17:17.117024,FRRFLPP03R57B667
1274,Jolanda,Fontana,1990-05-18 21:17:17.117024,FNTNJLND90E58B669
1275,Fortunato,Gallo,1976-03-23 21:17:17.117024,GLLFRTNT76C63B670
1276,Letizia,Gatti,1966-11-01 21:17:17.117024,GTTLTZ66S1B671
1277,Fulvio,Giordano,1980-09-26 21:17:17.117024,GRDNFLV80P66B672
1278,Loredana,Grassi,2002-10-10 21:17:17.117024,GRSSLRDN02R50B674
1279,Gavino,Greco,1982-06-03 21:17:17.117024,GRCGVN82H43B675
1280,Maddalena,Guerra,1983-02-03 21:17:17.117024,GRRMDDLN83B43B676
1281,Gennaro,Lombardo,1978-08-06 21:17:17.117024,LMBRDGNNR78M46B677
1282,Marcella,Longo,1969-08-20 21:17:17.117024,LNGMRCLL69M20B679
1283,Gerardo,Marino,1996-10-11 21:17:17.117024,MRNGRRD96R51B680
1284,Maria,Martini,1969-12-05 21:17:17.117024,MRTNMR69T5B678
1285,Giacomo,Martinelli,2000-05-10 21:17:17.117024,MRTNLLGCM00E10B681
1286,Marilena,Mariani,1996-05-29 21:17:17.117024,MRNMRLN96E29B682
1287,Giancarlo,Mazzola,1986-05-20 21:17:17.117024,MZZLGNCRL86E60B684
1288,Marina,Mazzoli,1987-12-10 21:17:17.117024,MZZLMRN87T10B685
1289,Gianluca,Messina,1964-02-13 21:17:17.117024,MSSNGNLC64B53B686
1290,Maura,Montagna,1973-04-04 21:17:17.117024,MNTGNMR73D4B688
1291,Gianmarco,Montanari,1971-11-10 21:17:17.117024,MNTNRGNMRC71S10B687
1292,Milena,Napolitano,1987-02-18 21:17:17.117024,NPLTNMLN87B58B690
1293,Gianpaolo,Pagano,2005-04-15 21:17:17.117024,PGNGNPL05D55B691
1294,Miranda,Pellegrini,1977-03-14 21:17:17.117024,PLLGRNMRND77C14B692
1295,Giordano,Piazza,1992-12-21 21:17:17.117024,PZZGRDN92T61B693
1296,Monica,Pinto,1966-06-07 21:17:17.117024,PNTMNC66H47B694
1297,Giosuè,Pugliese,1966-04-29 21:17:17.117024,PGLSGS66D29B696
1298,Nadia,Riva,1971-03-13 21:17:17.117024,RVND71C53B695
1299,Giuliano,Rizzi,1965-01-12 21:17:17.117024,RZZGLN65A12B697
1300,Natalia,Rizzo,2003-06-26 21:17:17.117024,RZZNTL03H26B698
1301,Giuseppe,Romano,1969-08-18 21:17:17.117024,RMNGSPP69M58B701
1302,Nella,Rossetti,1989-08-10 21:17:17.117024,RSSTTNLL89M10B703
1303,Graziano,Ruggiero,1980-05-18 21:17:17.117024,RGGRGRZN80E58B704
1304,Nicoletta,Russo,1996-09-12 21:17:17.117024,RSSNCLTT96P12B705
1305,Gregorio,Sacco,1988-11-18 21:17:17.117024,SCCGRGR88S58B706
1306,Nunzia,Sartori,1994-10-30 21:17:17.117024,SRTRNNZ94R70B707
1307,Italo,Serra,1983-12-10 21:17:17.117024,SRRTL83T50B708
1308,Oriana,Silvestri,1990-05-22 21:17:17.117024,SLVSTRRN90E62B710
1309,Ivano,Sorrentino,1966-08-12 21:17:17.117024,SRRNTNVN66M52B709
1310,Patrizia,Testa,1975-02-24 21:17:17.117024,TSTPTRZ75B24B711
1311,Jacopo,Valentini,2003-11-07 21:17:17.117024,VLNTNJCP03S47B712
1312,Piera,Villa,1998-03-04 21:17:17.117024,VLLPR98C44B715
1313,Lazzaro,Vitale,1979-09-09 21:17:17.117024,VTLLZZR79P49B716
1314,Pierina,Amato,1975-01-05 21:17:17.117024,MTPRN75A5B718
1315,Leandro,Barbieri,1999-12-16 21:17:17.117024,BRBRLNDR99T16B717
1316,Raffaella,Basile,1980-03-10 21:17:17.117024,BSLRFFLL80C50B719
1317,Liberato,Bernardi,2000-10-07 21:17:17.117024,BRNRDLBRT00R47B720
1318,Romina,Caputo,1979-10-15 21:17:17.117024,CPTRMN79R55B722
1319,Lorenzo,Carbone,1977-05-15 21:17:17.117024,CRBNLRNZ77E15B724
1320,Rosalba,Conti,2004-07-28 21:17:17.117024,CNTRSLB04L68B725
1321,Luciano,Coppola,2003-07-22 21:17:17.117024,CPPLLCN03L62B726
1322,Rosalia,Damico,1974-08-22 21:17:17.117024,DMCRSL74M22B727
1323,Luigi,De Angelis,1989-09-23 21:17:17.117024,DNGLSLG89P63B729
1324,Rossana,De Rosa,1979-02-07 21:17:17.117024,DRSRSSN79B7B730
1325,Marco,De Luca,1991-03-03 21:17:17.117024,DLCMRC91C3B731
1326,Rossella,D'Angelo,1988-01-28 21:17:17.117024,DNGLRSSLL88A68B732
1327,Mariano,D'Amico,1996-01-06 21:17:17.117024,DMCMRN96A46B733
1328,Rosalinda,D'Amore,2005-11-11 21:17:17.117024,DMRRSLND05S11B734
1329,Marino,De Santis,1998-02-11 21:17:17.117024,DSNTSMRN98B51B735
1330,Sabrina,Donati,1984-01-08 21:17:17.117024,DNTSBRN84A48B741
1331,Mario,Farina,1998-09-07 21:17:17.117024,FRNMR98P47B740
1332,Serena,Ferraro,1970-11-08 21:17:17.117024,FRRRSRN70S48B736
1333,Marzio,Ferro,1964-09-01 21:17:17.117024,FRRMRZ64P1B742
1334,Silvana,Fontana,1994-02-22 21:17:17.117024,FNTNSLVN94B22B743
1335,Massimiliano,Gallo,1997-08-25 21:17:17.117024,GLLMSSMLN97M25B744
1336,Silvia,Gatti,1994-03-11 21:17:17.117024,GTTSLV94C11B745
1337,Maurizio,Giordano,1997-05-28 21:17:17.117024,GRDNMRZ97E68B748
1338,Simona,Grassi,1993-05-12 21:17:17.117024,GRSSSMN93E12B749
1339,Michele,Greco,2004-05-30 21:17:17.117024,GRCMCHL04E30B752
1340,Stefania,Guerra,1992-03-30 21:17:17.117024,GRRSTFN92C70B754
1341,Nazzareno,Lombardo,1998-11-19 21:17:17.117024,LMBRDNZZRN98S19B755
1342,Stefania,Longo,1970-10-15 21:17:17.117024,LNGSTFN70R55M285
1343,Nazario,Marino,1994-09-12 21:17:17.117024,MRNNZR94P52B756
1344,Susanna,Martini,1964-03-27 21:17:17.117024,MRTNSSNN64C67B758
1345,Nicola,Martinelli,2002-01-11 21:17:17.117024,MRTNLLNCL02A11B759
1346,Teresa,Mariani,1979-11-18 21:17:17.117024,MRNTRS79S18B760
1347,Orazio,Mazzola,1982-07-13 21:17:17.117024,MZZLRZ82L13B762
1348,Tiziana,Mazzoli,1999-04-25 21:17:17.117024,MZZLTZN99D25B763
1349,Ottavio,Messina,1975-01-23 21:17:17.117024,MSSNTTV75A63B765
1350,Valentina,Montagna,2004-09-20 21:17:17.117024,MNTGNVLNTN04P60B766
1351,Pasquale,Montanari,1977-01-08 21:17:17.117024,MNTNRPSQL77A48B767
1352,Valeria,Napolitano,1969-10-04 21:17:17.117024,NPLTNVLR69R44B768
1353,Patrizio,Pagano,1976-10-25 21:17:17.117024,PGNPTRZ76R65B769
1354,Vanessa,Pellegrini,1966-06-22 21:17:17.117024,PLLGRNVNSS66H62B771
1355,Pietro,Piazza,1996-04-10 21:17:17.117024,PZZPTR96D50B772
1356,Vera,Pinto,1983-12-15 21:17:17.117024,PNTVR83T15B774
1357,Pompeo,Pugliese,1990-09-13 21:17:17.117024,PGLSPMP90P13B776
1358,Vittoria,Riva,2001-06-02 21:17:17.117024,RVVTTR01H2B777
1359,Primo,Rizzi,1983-01-08 21:17:17.117024,RZZPRM83A8B778
1360,Vittoria,Rizzo,2004-04-11 21:17:17.117024,RZZVTTR04D51B779
1361,Prospero,Romano,1990-06-07 21:17:17.117024,RMNPRSPR90H47B780
1362,Vittoria,Rossetti,1975-02-06 21:17:17.117024,RSSTTVTTR75B46B781
1363,Raffaele,Ruggiero,1998-01-22 21:17:17.117024,RGGRRFFL98A22B782
1364,Vittoria,Russo,1994-10-18 21:17:17.117024,RSSVTTR94R58B783
1365,Raimondo,Sacco,1969-08-29 21:17:17.117024,SCCRMND69M69B784
1366,Vittoria,Sartori,1977-04-08 21:17:17.117024,SRTRVTTR77D8B785
1367,Raniero,Serra,1981-05-27 21:17:17.117024,SRRRNR81E27B787
1368,Vittoria,Silvestri,1988-08-22 21:17:17.117024,SLVSTRVTTR88M62B788
1369,Remigio,Sorrentino,1998-08-19 21:17:17.117024,SRRNTNRMG98M59B789
1370,Vittoria,Testa,1967-06-15 21:17:17.117024,TSTVTTR67H55B790
1371,Renato,Valentini,1986-01-26 21:17:17.117024,VLNTNRNT86A26B791
1372,Vittoria,Villa,1977-12-20 21:17:17.117024,VLLVTTR77T20B792
1373,Riccardo,Vitale,1993-04-01 21:17:17.117024,VTLRCCRD93D1B794
1374,Vittoria,Amato,1972-08-11 21:17:17.117024,MTVTTR72M11B795
1375,Roberto,Barbieri,1968-06-04 21:17:17.117024,BRBRRBRT68H4B796
1376,Vittoria,Basile,1992-03-10 21:17:17.117024,BSLVTTR92C10B798
1377,Rocco,Bernardi,1974-06-26 21:17:17.117024,BRNRDRCC74H26B801
1378,Vittoria,Caputo,1995-03-05 21:17:17.117024,CPTVTTR95C45B802
